,0,1,2
0,57.14285714285714,95.0,66.26506024096386
1,57.14285714285714,95.0,66.26506024096386
2,57.14285714285714,95.0,66.26506024096386
3,57.14285714285714,95.0,66.26506024096386
4,57.14285714285714,95.0,66.26506024096386
5,40.243902439024396,87.93103448275862,60.0
6,40.243902439024396,87.93103448275862,60.0
7,40.243902439024396,87.93103448275862,60.0
8,40.243902439024396,87.93103448275862,60.0
9,40.243902439024396,87.93103448275862,60.0
10,18.34862385321101,82.6086956521739,29.545454545454547
11,18.34862385321101,82.6086956521739,29.545454545454547
12,18.34862385321101,82.6086956521739,29.545454545454547
13,18.34862385321101,82.6086956521739,29.545454545454547
14,18.34862385321101,82.6086956521739,29.545454545454547
15,26.851851851851855,71.42857142857143,36.029411764705884
16,26.851851851851855,71.42857142857143,36.029411764705884
17,26.851851851851855,71.42857142857143,36.029411764705884
18,26.851851851851855,71.42857142857143,36.029411764705884
19,26.851851851851855,71.42857142857143,36.029411764705884
20,1.7543859649122806,100.0,28.205128205128204
21,1.7543859649122806,100.0,28.205128205128204
22,1.7543859649122806,100.0,28.205128205128204
23,1.7543859649122806,100.0,28.205128205128204
24,1.7543859649122806,100.0,28.205128205128204
25,25.71428571428571,100.0,52.72727272727272
26,25.71428571428571,100.0,52.72727272727272
27,25.71428571428571,100.0,52.72727272727272
28,25.71428571428571,100.0,52.72727272727272
29,25.71428571428571,100.0,52.72727272727272
30,72.82608695652173,0.0,54.03225806451613
31,72.82608695652173,0.0,54.03225806451613
32,72.82608695652173,0.0,54.03225806451613
33,72.82608695652173,0.0,54.03225806451613
34,72.82608695652173,0.0,54.03225806451613
35,5.376344086021505,90.9090909090909,21.73913043478261
36,5.376344086021505,90.9090909090909,21.73913043478261
37,5.376344086021505,90.9090909090909,21.73913043478261
38,5.376344086021505,90.9090909090909,21.73913043478261
39,5.376344086021505,90.9090909090909,21.73913043478261
40,16.312056737588655,100.0,29.34131736526946
41,16.312056737588655,100.0,29.34131736526946
42,16.312056737588655,100.0,29.34131736526946
43,16.312056737588655,100.0,29.34131736526946
44,16.312056737588655,100.0,29.34131736526946
45,3.361344537815126,36.58536585365854,11.875
46,3.361344537815126,36.58536585365854,11.875
47,3.361344537815126,36.58536585365854,11.875
48,3.361344537815126,36.58536585365854,11.875
49,3.361344537815126,36.58536585365854,11.875
50,23.809523809523807,93.93939393939394,43.58974358974359
51,23.809523809523807,93.93939393939394,43.58974358974359
52,23.809523809523807,93.93939393939394,43.58974358974359
53,23.809523809523807,93.93939393939394,43.58974358974359
54,23.809523809523807,93.93939393939394,43.58974358974359
55,76.66666666666667,91.66666666666666,80.95238095238095
56,76.66666666666667,91.66666666666666,80.95238095238095
57,76.66666666666667,91.66666666666666,80.95238095238095
58,76.66666666666667,91.66666666666666,80.95238095238095
59,76.66666666666667,91.66666666666666,80.95238095238095
60,37.5,96.66666666666667,73.0
61,37.5,96.66666666666667,73.0
62,37.5,96.66666666666667,73.0
63,37.5,96.66666666666667,73.0
64,37.5,96.66666666666667,73.0
65,35.0,100.0,50.63291139240506
66,35.0,100.0,50.63291139240506
67,35.0,100.0,50.63291139240506
68,35.0,100.0,50.63291139240506
69,35.0,100.0,50.63291139240506
70,47.05882352941176,71.875,52.317880794701985
71,47.05882352941176,71.875,52.317880794701985
72,47.05882352941176,71.875,52.317880794701985
73,47.05882352941176,71.875,52.317880794701985
74,47.05882352941176,71.875,52.317880794701985
